Year;LOCATION;VARIABLE;UNIT_MULT;FREQ;OBS_VALUE;TIME_FORMAT;UNIT_MEASURE
2009;Afghanistan;Maternal mortality ratio (MMR);Units;Annual;989.0;Annual;number of maternal deaths per 100,000 live births
2010;Afghanistan;Maternal mortality ratio (MMR);Units;Annual;933.7;Annual;number of maternal deaths per 100,000 live births
2011;Afghanistan;Maternal mortality ratio (MMR);Units;Annual;880.8;Annual;number of maternal deaths per 100,000 live births
1993;Somalia;Number of maternal deaths;Units;Annual;1416.0;Annual;Number
1994;Somalia;Number of maternal deaths;Units;Annual;1426.0;Annual;Number
2011;Panama;Number of maternal deaths (lower bound);Units;Annual;24.0;Annual;Number
2009;Senegal;Maternal mortality ratio (MMR);Units;Annual;382.1;Annual;number of maternal deaths per 100,000 live births
1991;Saint Lucia;Number of maternal deaths (lower bound);Units;Annual;2.0;Annual;Number
2003;Saint Lucia;Number of maternal deaths (lower bound);Units;Annual;1.0;Annual;Number
2009;Australia;Maternal mortality ratio (MMR) (lower bound);Units;Annual;4.4;Annual;number of maternal deaths per 100,000 live births
2011;Australia;Maternal mortality ratio (MMR) (lower bound);Units;Annual;3.8;Annual;number of maternal deaths per 100,000 live births
1991;Libyan Arab Jamahiriya;Maternal mortality ratio (MMR) (lower bound);Units;Annual;60.5;Annual;number of maternal deaths per 100,000 live births
1992;Libyan Arab Jamahiriya;Maternal mortality ratio (MMR) (lower bound);Units;Annual;56.6;Annual;number of maternal deaths per 100,000 live births
1993;Libyan Arab Jamahiriya;Maternal mortality ratio (MMR) (lower bound);Units;Annual;52.8;Annual;number of maternal deaths per 100,000 live births
1994;Libyan Arab Jamahiriya;Maternal mortality ratio (MMR) (lower bound);Units;Annual;49.1;Annual;number of maternal deaths per 100,000 live births
1992;Jordan;Maternal mortality ratio (MMR) (lower bound);Units;Annual;159.9;Annual;number of maternal deaths per 100,000 live births
1996;Jordan;Maternal mortality ratio (MMR) (lower bound);Units;Annual;152.4;Annual;number of maternal deaths per 100,000 live births
2001;Jordan;Maternal mortality ratio (MMR) (lower bound);Units;Annual;61.7;Annual;number of maternal deaths per 100,000 live births
2004;Jordan;Maternal mortality ratio (MMR) (lower bound);Units;Annual;43.6;Annual;number of maternal deaths per 100,000 live births
1990;Occupied Palestinian Territory;Number of maternal deaths;Units;Annual;64.0;Annual;Number
2000;Occupied Palestinian Territory;Number of maternal deaths;Units;Annual;55.0;Annual;Number
2002;Occupied Palestinian Territory;Number of maternal deaths;Units;Annual;54.0;Annual;Number
2006;Occupied Palestinian Territory;Number of maternal deaths;Units;Annual;55.0;Annual;Number
2009;Occupied Palestinian Territory;Number of maternal deaths;Units;Annual;58.0;Annual;Number
2010;Occupied Palestinian Territory;Number of maternal deaths;Units;Annual;59.0;Annual;Number
1990;Nicaragua;Maternal mortality ratio (MMR) (upper bound);Units;Annual;100.4;Annual;number of maternal deaths per 100,000 live births
1991;Nicaragua;Maternal mortality ratio (MMR) (upper bound);Units;Annual;94.7;Annual;number of maternal deaths per 100,000 live births
1992;Nicaragua;Maternal mortality ratio (MMR) (upper bound);Units;Annual;83.3;Annual;number of maternal deaths per 100,000 live births
2000;Nicaragua;Maternal mortality ratio (MMR) (upper bound);Units;Annual;127.1;Annual;number of maternal deaths per 100,000 live births
2009;Nicaragua;Maternal mortality ratio (MMR) (upper bound);Units;Annual;116.1;Annual;number of maternal deaths per 100,000 live births
2011;Nicaragua;Maternal mortality ratio (MMR) (upper bound);Units;Annual;111.7;Annual;number of maternal deaths per 100,000 live births
1991;Japan;Number of maternal deaths (lower bound);Units;Annual;137.0;Annual;Number
1994;Japan;Number of maternal deaths (lower bound);Units;Annual;137.0;Annual;Number
2002;Japan;Number of maternal deaths (lower bound);Units;Annual;125.0;Annual;Number
1991;Lesotho;Maternal mortality ratio (MMR);Units;Annual;232.5;Annual;number of maternal deaths per 100,000 live births
1995;Lesotho;Maternal mortality ratio (MMR);Units;Annual;223.0;Annual;number of maternal deaths per 100,000 live births
1996;Lesotho;Maternal mortality ratio (MMR);Units;Annual;260.9;Annual;number of maternal deaths per 100,000 live births
1998;Lesotho;Maternal mortality ratio (MMR);Units;Annual;473.7;Annual;number of maternal deaths per 100,000 live births
1999;Lesotho;Maternal mortality ratio (MMR);Units;Annual;721.9;Annual;number of maternal deaths per 100,000 live births
2001;Lesotho;Maternal mortality ratio (MMR);Units;Annual;1404.9;Annual;number of maternal deaths per 100,000 live births
2003;Lesotho;Maternal mortality ratio (MMR);Units;Annual;1772.8;Annual;number of maternal deaths per 100,000 live births
2004;Benin;Number of maternal deaths (lower bound);Units;Annual;1058.0;Annual;Number
1994;Israel;Maternal mortality ratio (MMR) (upper bound);Units;Annual;13.0;Annual;number of maternal deaths per 100,000 live births
1997;Israel;Maternal mortality ratio (MMR) (upper bound);Units;Annual;13.6;Annual;number of maternal deaths per 100,000 live births
2003;Israel;Maternal mortality ratio (MMR) (upper bound);Units;Annual;10.0;Annual;number of maternal deaths per 100,000 live births
1990;Cape Verde;Maternal mortality ratio (MMR);Units;Annual;218.7;Annual;number of maternal deaths per 100,000 live births
1995;Cape Verde;Maternal mortality ratio (MMR);Units;Annual;205.1;Annual;number of maternal deaths per 100,000 live births
1996;Cape Verde;Maternal mortality ratio (MMR);Units;Annual;202.7;Annual;number of maternal deaths per 100,000 live births
2008;Cape Verde;Maternal mortality ratio (MMR);Units;Annual;139.6;Annual;number of maternal deaths per 100,000 live births
2011;Cape Verde;Maternal mortality ratio (MMR);Units;Annual;127.1;Annual;number of maternal deaths per 100,000 live births
1992;Pakistan;Maternal mortality ratio (MMR) (lower bound);Units;Annual;430.5;Annual;number of maternal deaths per 100,000 live births
1999;Pakistan;Maternal mortality ratio (MMR) (lower bound);Units;Annual;397.4;Annual;number of maternal deaths per 100,000 live births
2009;Pakistan;Maternal mortality ratio (MMR) (lower bound);Units;Annual;278.4;Annual;number of maternal deaths per 100,000 live births
1990;Azerbaijan;Maternal mortality ratio (MMR);Units;Annual;32.0;Annual;number of maternal deaths per 100,000 live births
1992;Azerbaijan;Maternal mortality ratio (MMR);Units;Annual;34.3;Annual;number of maternal deaths per 100,000 live births
1997;Azerbaijan;Maternal mortality ratio (MMR);Units;Annual;47.8;Annual;number of maternal deaths per 100,000 live births
2001;Azerbaijan;Maternal mortality ratio (MMR);Units;Annual;47.0;Annual;number of maternal deaths per 100,000 live births
2007;Azerbaijan;Maternal mortality ratio (MMR);Units;Annual;39.0;Annual;number of maternal deaths per 100,000 live births
2011;Azerbaijan;Maternal mortality ratio (MMR);Units;Annual;25.6;Annual;number of maternal deaths per 100,000 live births
1990;Iran, Islamic Republic of;Number of maternal deaths;Units;Annual;1036.0;Annual;Number
1991;Iran, Islamic Republic of;Number of maternal deaths;Units;Annual;929.0;Annual;Number
1992;Iran, Islamic Republic of;Number of maternal deaths;Units;Annual;823.0;Annual;Number
1999;Iran, Islamic Republic of;Number of maternal deaths;Units;Annual;321.0;Annual;Number
2008;Iran, Islamic Republic of;Number of maternal deaths;Units;Annual;232.0;Annual;Number
2011;Iran, Islamic Republic of;Number of maternal deaths;Units;Annual;209.0;Annual;Number
1990;Cote d'Ivoire;Maternal mortality ratio (MMR);Units;Annual;477.7;Annual;number of maternal deaths per 100,000 live births
1994;Cote d'Ivoire;Maternal mortality ratio (MMR);Units;Annual;631.6;Annual;number of maternal deaths per 100,000 live births
1997;Cote d'Ivoire;Maternal mortality ratio (MMR);Units;Annual;697.9;Annual;number of maternal deaths per 100,000 live births
2003;Cote d'Ivoire;Maternal mortality ratio (MMR);Units;Annual;809.8;Annual;number of maternal deaths per 100,000 live births
2004;Cote d'Ivoire;Maternal mortality ratio (MMR);Units;Annual;777.7;Annual;number of maternal deaths per 100,000 live births
1994;Malawi;Maternal mortality ratio (MMR);Units;Annual;1016.9;Annual;number of maternal deaths per 100,000 live births
1995;Malawi;Maternal mortality ratio (MMR);Units;Annual;1164.8;Annual;number of maternal deaths per 100,000 live births
1996;Malawi;Maternal mortality ratio (MMR);Units;Annual;1307.9;Annual;number of maternal deaths per 100,000 live births
2005;Malawi;Maternal mortality ratio (MMR);Units;Annual;962.6;Annual;number of maternal deaths per 100,000 live births
2010;Malawi;Maternal mortality ratio (MMR);Units;Annual;511.7;Annual;number of maternal deaths per 100,000 live births
1993;Guatemala;Number of maternal deaths (upper bound);Units;Annual;735.0;Annual;Number
1997;Guatemala;Number of maternal deaths (upper bound);Units;Annual;528.0;Annual;Number
1991;Bhutan;Number of maternal deaths (upper bound);Units;Annual;116.0;Annual;Number
2009;Bhutan;Number of maternal deaths (upper bound);Units;Annual;39.0;Annual;Number
2011;Bhutan;Number of maternal deaths (upper bound);Units;Annual;37.0;Annual;Number
1994;Peru;Number of maternal deaths;Units;Annual;1131.0;Annual;Number
1999;Peru;Number of maternal deaths;Units;Annual;744.0;Annual;Number
2003;Peru;Number of maternal deaths;Units;Annual;503.0;Annual;Number
2008;Peru;Number of maternal deaths;Units;Annual;349.0;Annual;Number
2010;Peru;Number of maternal deaths;Units;Annual;324.0;Annual;Number
2001;Nigeria;Maternal mortality ratio (MMR) (lower bound);Units;Annual;614.9;Annual;number of maternal deaths per 100,000 live births
2003;Nigeria;Maternal mortality ratio (MMR) (lower bound);Units;Annual;600.2;Annual;number of maternal deaths per 100,000 live births
2006;Nigeria;Maternal mortality ratio (MMR) (lower bound);Units;Annual;536.8;Annual;number of maternal deaths per 100,000 live births
2009;Nigeria;Maternal mortality ratio (MMR) (lower bound);Units;Annual;464.9;Annual;number of maternal deaths per 100,000 live births
1999;Afghanistan;Maternal mortality ratio (MMR);Units;Annual;1317.7;Annual;number of maternal deaths per 100,000 live births
1996;Somalia;Number of maternal deaths;Units;Annual;1478.0;Annual;Number
1997;Somalia;Number of maternal deaths;Units;Annual;1529.0;Annual;Number
1999;Somalia;Number of maternal deaths;Units;Annual;1655.0;Annual;Number
2000;Somalia;Number of maternal deaths;Units;Annual;1714.0;Annual;Number
1991;Malta;Number of maternal deaths (lower bound);Units;Annual;1.0;Annual;Number
1995;Malta;Number of maternal deaths (lower bound);Units;Annual;1.0;Annual;Number
2000;Malta;Number of maternal deaths (lower bound);Units;Annual;1.0;Annual;Number
2001;Malta;Number of maternal deaths (lower bound);Units;Annual;1.0;Annual;Number
2010;Malta;Number of maternal deaths (lower bound);Units;Annual;0.0;Annual;Number
1991;Panama;Number of maternal deaths (lower bound);Units;Annual;31.0;Annual;Number
2001;Panama;Number of maternal deaths (lower bound);Units;Annual;30.0;Annual;Number
2002;Panama;Number of maternal deaths (lower bound);Units;Annual;30.0;Annual;Number
2004;Panama;Number of maternal deaths (lower bound);Units;Annual;27.0;Annual;Number
2006;Panama;Number of maternal deaths (lower bound);Units;Annual;31.0;Annual;Number
2008;Panama;Number of maternal deaths (lower bound);Units;Annual;30.0;Annual;Number
2010;Panama;Number of maternal deaths (lower bound);Units;Annual;26.0;Annual;Number
1990;Guatemala;Number of maternal deaths;Units;Annual;583.0;Annual;Number
1994;Guatemala;Number of maternal deaths;Units;Annual;610.0;Annual;Number
1997;Guatemala;Number of maternal deaths;Units;Annual;467.0;Annual;Number
2009;Guatemala;Number of maternal deaths;Units;Annual;371.0;Annual;Number
2011;Guatemala;Number of maternal deaths;Units;Annual;357.0;Annual;Number
1999;Senegal;Maternal mortality ratio (MMR);Units;Annual;487.8;Annual;number of maternal deaths per 100,000 live births
2005;Senegal;Maternal mortality ratio (MMR);Units;Annual;404.9;Annual;number of maternal deaths per 100,000 live births
1996;Saint Lucia;Number of maternal deaths (lower bound);Units;Annual;2.0;Annual;Number
2000;Saint Lucia;Number of maternal deaths (lower bound);Units;Annual;1.0;Annual;Number
2002;Saint Lucia;Number of maternal deaths (lower bound);Units;Annual;1.0;Annual;Number
2010;Saint Lucia;Number of maternal deaths (lower bound);Units;Annual;1.0;Annual;Number
1997;India;Number of maternal deaths (lower bound);Units;Annual;97642.0;Annual;Number
2002;Qatar;Maternal mortality ratio (MMR);Units;Annual;33.2;Annual;number of maternal deaths per 100,000 live births
1999;Dominican Republic;Maternal mortality ratio (MMR) (lower bound);Units;Annual;58.2;Annual;number of maternal deaths per 100,000 live births
2001;Dominican Republic;Maternal mortality ratio (MMR) (lower bound);Units;Annual;56.1;Annual;number of maternal deaths per 100,000 live births
1997;Kenya;Maternal mortality ratio (MMR);Units;Annual;725.3;Annual;number of maternal deaths per 100,000 live births
2002;Kenya;Maternal mortality ratio (MMR);Units;Annual;636.8;Annual;number of maternal deaths per 100,000 live births
2004;Kenya;Maternal mortality ratio (MMR);Units;Annual;572.6;Annual;number of maternal deaths per 100,000 live births
2008;Kenya;Maternal mortality ratio (MMR);Units;Annual;416.9;Annual;number of maternal deaths per 100,000 live births
1990;Marshall Islands;Number of maternal deaths (upper bound);Units;Annual;2.0;Annual;Number
1994;Marshall Islands;Number of maternal deaths (upper bound);Units;Annual;3.0;Annual;Number
1999;Marshall Islands;Number of maternal deaths (upper bound);Units;Annual;3.0;Annual;Number
2008;Marshall Islands;Number of maternal deaths (upper bound);Units;Annual;3.0;Annual;Number
1991;Rwanda;Number of maternal deaths;Units;Annual;1730.0;Annual;Number
1993;Rwanda;Number of maternal deaths;Units;Annual;1396.0;Annual;Number
2005;Rwanda;Number of maternal deaths;Units;Annual;2407.0;Annual;Number
2006;Rwanda;Number of maternal deaths;Units;Annual;2220.0;Annual;Number
2008;Rwanda;Number of maternal deaths;Units;Annual;1895.0;Annual;Number
1996;Saint Lucia;Number of maternal deaths;Units;Annual;2.0;Annual;Number
1999;Albania;Number of maternal deaths;Units;Annual;7.0;Annual;Number
2010;Lao People's Democratic Republic;Maternal mortality ratio (MMR);Units;Annual;293.5;Annual;number of maternal deaths per 100,000 live births
1998;Myanmar;Maternal mortality ratio (MMR) (lower bound);Units;Annual;630.5;Annual;number of maternal deaths per 100,000 live births
2000;Myanmar;Maternal mortality ratio (MMR) (lower bound);Units;Annual;582.9;Annual;number of maternal deaths per 100,000 live births
2001;Myanmar;Maternal mortality ratio (MMR) (lower bound);Units;Annual;566.8;Annual;number of maternal deaths per 100,000 live births
2005;Myanmar;Maternal mortality ratio (MMR) (lower bound);Units;Annual;461.5;Annual;number of maternal deaths per 100,000 live births
2007;Myanmar;Maternal mortality ratio (MMR) (lower bound);Units;Annual;412.6;Annual;number of maternal deaths per 100,000 live births
2008;Myanmar;Maternal mortality ratio (MMR) (lower bound);Units;Annual;390.9;Annual;number of maternal deaths per 100,000 live births
